cultivar_id,fruit_group,species_slug,cultivar_name,species_scientific,type_label,description_text,synonyms,availability_text,held_in_nfc,images,source_url,source_licence,nfc_id,acc4,flower_10pct_mmdd,flower_full_mmdd,petal_fall_90pct_mmdd,picking_window_text,bloom_week,bloom_band,harvest_band,self_fertile,triploid,pollination_notes,disease_scab,disease_mildew,disease_fire_blight,wet_climate_suitability,drought_suitability,enrichment_sources,trait_size,trait_shape,trait_ribbing,trait_crown,trait_ground_colour,trait_over_colour_amount,trait_over_colour,trait_over_colour_pattern,trait_russet,trait_crunch,trait_flesh_colour,trait_height,trait_width,trait_firmness,trait_skin_colour,trait_juice_colour,trait_weight,trait_stone,trait_flavour,trait_veining,trait_hairiness,trait_bristles
plum-marjories-seedling,plum,fruit-plum,Marjorie's Seedling,Prunus domestica L.,Culinary,"Originally found in 1912 by G.W. Layley at Hillfoot Farm, Beenham, Berkshire and introduced in 1928. Rights were acquired in 1937 by Capt. C.H. Sykes. Fruits are fairly juicy with a sweet and fair culinary flavour. Originally found in 1912 by G.W. Layley at Hillfoot Farm, Beenham, Berkshire and introduced in 1928. Rights were acquired in 1937 by Capt. C.H. Sykes. Fruits are fairly juicy with a sweet and fair culinary flavour.",,Material in the National Fruit Collection is available under license. Accession No. 1977 - 187 check_circle Accession name Marjorie's Seedling (EMLA),True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8214&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8214.0,,04-24,05-10,,Late September-Early October,19.0,,,,,,,,,,,,large,Oval,,,,,,,,,,,,,Purple-red,,,Clingstone,,,,
plum-imperial-gage,plum,fruit-plum,Imperial Gage,Prunus domestica L.,Dessert,"Raised at Prince's Nursery, Flushing, New York, USA in about 1790. Also known as, and commercially grown as Denniston's Superb. Fruits are very juicy with a sweet and rich flavour.",Denniston's Superb,Material in the National Fruit Collection is available under license. Accession No. 1953 - 086 check_circle Accession name Imperial Gage,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8173&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8173.0,,04-18,04-27,,Late August,17.0,,,,,,,,,,,,medium,Oval,,,,,,,,,,,,,Yellow-green,,,Freestone/Semi-freestone,,,,
plum-jubilee,plum,fruit-plum,Jubilee,Prunus domestica L.,Dessert & Culinary,"Raised by Laxton Bros at Bedford in 1905 and received from them in 1936. Fruits have soft, very juicy flesh with a moderately sweet and little rich flavour.",,Material in the National Fruit Collection is available under license. Accession No. 1977 - 080 check_circle Accession name Jubilee,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8181&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8181.0,,04-26,05-06,,Late August-Early September,18.0,,,,,,,,,,,,medium-large,Oval,,,,,,,,,,,,,Purple-red,,,Freestone,,,,
plum-avalon,plum,fruit-plum,Avalon,Prunus domestica L.,Dessert,"Raised at Long Ashton Research Station, Bristol. It was granted Plant Breeders Rights in 1989. Fruits have golden yellow, juicy flesh with good flavour.",,Material in the National Fruit Collection is available under license. Accession No. 1978 - 230 check_circle Accession name Avalon,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8009&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8009.0,,03-27,04-09,,Late August,15.0,,,,,,,,,,,,medium-large,Oval/Oval-Oblong,,,,,,,,,,,,,Purple-red,,,Semi-freestone,,,,
plum-herman,plum,fruit-plum,Herman,Prunus domestica L.,Dessert & Culinary,"Raised at Balsgard Fruit Breeding Station, Sweden. Self-fertile. Fruits have slightly sweet, slightly acid, fibrous flesh with a rather weak flavour. Reasonably juicy.",,Material in the National Fruit Collection is available under license. Accession No. 1975 - 350 check_circle Accession name Herman,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8163&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8163.0,,04-18,04-25,,Late July,17.0,,,,,,,,,,,,medium-large,Oval,,,,,,,,,,,,,Purple-red,,,Freestone,,,,
plum-edda,plum,fruit-plum,Edda,Prunus domestica L.,Dessert,"Raised at the State Experimental Station, Njos, Norway from a cross made in the 1950s. It was named and introduced in 1970. Fruits have yellow-green flesh with a reasonable flavour.",,Material in the National Fruit Collection is available under license. Accession No. 1973 - 072 check_circle Accession name Edda,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8117&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8117.0,,04-26,05-03,,Late July,18.0,,,,,,,,,,,,large,Oval-Oblong,,,,,,,,,,,,,Purple-red,,,Freestone/Semi-freestone,,,,
plum-blue-tit,plum,fruit-plum,Blue Tit,Prunus domestica L.,Culinary,"Raised at Bedford by Laxton Bros. and introduced by them in 1938. Self-fertile. Fruits have fairly firm, juicy flesh with a moderately rich and pleasant flavour. A culinary plum of almost dessert quality.",,Material in the National Fruit Collection is available under license. Accession No. 1931 - 023 check_circle Accession name Blue Tit,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8033&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8033.0,,04-21,05-08,,Mid August,19.0,,,,,,,,,,,,medium,Oval-Oblong,,,,,,,,,,,,,Purple-red,,,Semi-freestone/Clingstone,,,,
plum-dundale-plum,plum,fruit-plum,Dundale Plum,Prunus domestica L.,Culinary,"Raised on Dundale Farm, Lamberhurst, Kent in the 1920s. It is said to be the original Warwickshire Drooper. Fruits have firm flesh with little juice and flavour. Considered to be a naturally occurring seedling in the Warwickshire / Worcestershire / Gloucestershire area. Fruits have medium soft, moderately juicy flesh with a slightly sweet and little rich flavour.",Warwickshire Drooper,Material in the National Fruit Collection is available under license. Accession No. 1967 - 188 check_circle Accession name Dundale,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8106&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8106.0,,04-17,04-29,,tree 1,17.0,,,,,,,,,,,,large,tree 2,,,,,,,,,,,,,tree 2,,,tree 2,,,,
plum-rivers-early-prolific,plum,fruit-plum,Rivers Early Prolific,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plum-cambridge-gage,plum,fruit-plum,Cambridge Gage,Prunus domestica L.,Dessert,"Availability Material in the National Fruit Collection is available under license. Accession No. 1974 - 412 check_circle Received by the National Fruit Trials in 1927 from Chivers & Son, Histon, Cambridgeshire. The fruits are very juicy with a sweet, rich flavour. A high quality plum, excellent for dessert, cooking, preserving, bottling and canning. Accession name Cambridge Gage (EMLA) Flowering time 13th April 10% flowering 17th April Full (80%) flowering 27th April 90% petal fall Picking time Mid-Late August 1 Size medium 1 Type Dessert 1 Shape Round 1 Fruit Weight 28.60 g 1 Sk",,"Material in the National Fruit Collection is available under license. Accession No. 1974 - 412 check_circle Received by the National Fruit Trials in 1927 from Chivers & Son, Histon, Cambridgeshire. The fruits are very juicy with a sweet, rich flavour. A high quality plum, excellent for dessert, cooking, preserving, bottling and canning. Accession name Cambridge Gage (EMLA)",True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8063&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8063.0,,04-17,04-27,,Mid-Late August,17.0,,,,,,,,,,,,medium,Round/Oval,,,,,,,,,,,,,Yellow-green,,,Semi-freestone,,,,
plum-oullins-gage,plum,fruit-plum,Oullins Gage,Prunus domestica L.,Dessert & Culinary,"A chance seedling discovered in France and introduced by the French nurseryman Masset of Oullins in 1860. Fruits have firm, not very juicy flesh with a sweet and moderate flavour.",,Material in the National Fruit Collection is available under license. Accession No. 1984 - 085 check_circle Accession name Oullins Gage (EMLA),True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8244&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8244.0,,04-22,05-04,,Mid August,18.0,,,,,,,,,,,,medium-large,Oval-Oblong,,,,,,,,,,,,,Yellow-green/Yellow,,,Semi-freestone,,,,
plum-reine-claude,plum,fruit-plum,Reine Claude,Prunus domestica L.,Dessert,"The original name for Green Gage which is a very old variety named after the wife of Francois I of France, Queen Claude. It was imported into England by Sir Thomas Gage, hence the name used in this country. This is an ideal dessert plum having very juicy, tender sweet flesh with a rich flavour.",Greengage,Material in the National Fruit Collection is available under license. Accession No. 1954 - 097 check_circle Accession name Reine-Claude (RHS),True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8278&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8278.0,,04-20,05-03,,Mid-Late August,18.0,,,,,,,,,,,,medium,Round,,,,,,,,,,,,,Yellow-green,,,Semi-freestone,,,,
plum-reine-claude-de-bavay,plum,fruit-plum,Reine Claude de Bavay,Prunus domestica L.,Dessert,"Raised in about 1832 by Major Esperen and named after Bavay, Director of the Royal Gardens, Vilvoorde, Belgium. Introduced in about 1843. Fruits have deep yellow, juicy flesh with a rich gage flavour.",,Material in the National Fruit Collection is available under license. Accession No. 1941 - 038 check_circle Accession name Reine-Claude de Bavay,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8279&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8279.0,,04-19,04-29,,Mid-Late September,17.0,,,,,,,,,,,,medium,Oval-Oblong,,,,,,,,,,,,,Yellow-green,,,Freestone/Semi-freestone,,,,
plum-coes-golden-drop,plum,fruit-plum,Coe's Golden Drop,Prunus domestica L.,Dessert,"Said to have been raised by Jervaise Coe of Bury St Edmunds in the late 1700s. Fruits have golden-yellow, juicy, sweet flesh which is highly flavoured.",,Material in the National Fruit Collection is available under license. Sports: Crimson Drop Accession No. 2003 - 005 check_circle Accession name Coe's Golden Drop,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8070&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8070.0,,04-17,04-29,,Late September,17.0,,,,,,,,,,,,large,Oval,,,,,,,,,,,,,Yellow-green,,,Freestone,,,,
plum-jefferson,plum,fruit-plum,Jefferson,Prunus domestica L.,Dessert,"Raised by Judge Buel of Albany, New York, USA in about 1825 and introduced to England in 1841. Fruits have moderately firm, very juicy flesh with a sweet and rich flavour.",,Material in the National Fruit Collection is available under license. Sports: Allgrove's Superb Accession No. 2003 - 008 check_circle Accession name Jefferson,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8178&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8178.0,,04-21,05-01,,Late August-Early September,18.0,,,,,,,,,,,,medium,Oval,,,,,,,,,,,,,Whitish/Yellow-green,,,Semi-freestone,,,,
plum-satsuma-blood-plum,plum,fruit-plum,Satsuma (Blood Plum),,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plum-santa-rosa,plum,fruit-plum,Santa Rosa,Prunus,,,,"Not currently held in the National Fruit Collection. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8309&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plum-shiro,plum,fruit-plum,Shiro,Prunus salicina Lindl.,,"Availability Not currently held in the National Fruit Collection. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",,"Not currently held in the National Fruit Collection. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information × You may use and re-use the information featured on this website (not including logos) free of charge in any format or medium, under the terms of the Open Government Licence open_in_new . Close email Contact Us brush Chris Turnbull August 2023",False,,https://www.nationalfruitcollection.org.uk/full2.php?id=8315&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plum-methley,plum,fruit-plum,Methley,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plum-stanley,plum,fruit-plum,Stanley,Prunus domestica L.,Culinary,"Raised in 1912 by Richard Wellington at the New York State Agricultural Experiment Station, Geneva, USA. Introduced for trial in 1926. Fruits have firm, very juicy flesh with a fairly sweet flavour. Raised in 1912 by Richard Wellington at the New York State Agricultural Experiment Station, Geneva, USA. Introduced for trial in 1926. Fruits have firm, very juicy flesh with a fairly sweet flavour.",,Material in the National Fruit Collection is available under license. Accession No. 1929 - 043 check_circle Accession name Stanley,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8320&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8320.0,,04-19,05-01,,Early September,18.0,,,,,,,,,,,,large,Long,,,,,,,,,,,,,Purple-red,,,Semi-freestone,,,,
plum-italian-prune,plum,fruit-plum,Italian Prune,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plum-shropshire-prune,plum,fruit-plum,Shropshire Prune,,,,,,,,,Open Government Licence (Crown Copyright; excluding logos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plum-damson-blue-violet,plum,fruit-plum,Damson Blue Violet,Prunus insititia L.,Culinary,"Local to Westmorland. It was received by the National Fruit Trials from there in 1932. Fruits have fairly firm, juicy, subacid flesh with a good, fairly rich flavour.",,"Material in the National Fruit Collection is available under license. Accession No. 1932 - 007 check_circle Accession name Damson, Blue Violet",True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8085&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8085.0,,04-19,05-01,,Early-Mid August,18.0,,,,,,,,,,,,small-medium,Oval/Long,,,,,,,,,,,,,Purple-red/Violet blue,,,Freestone/Semi-freestone,,,,
plum-damson-merryweather,plum,fruit-plum,Damson Merryweather,Prunus,Culinary,"Accession No. 1995 - 029 check_circle Accession name Damson, Merryweather Flowering time 12th April 10% flowering 17th April Full (80%) flowering 28th April 90% petal fall Picking time Late September 1 Size medium 1 Type Culinary 1 Shape Oval 1 Fruit Weight 25.20 g 1 Skin Colour Dark blue 1 Stalk Length 11.98 mm 1 Stone Clingstone 1 References: 1. NFC fruit (undated) Unpublished characterisation by staff at NFC, Brogdale. Name Accession Number Accession A-Z Apple Pear Apricot Blackcurrant Currants Cherry Gooseberry Plum copyright 2025 Crown Copyright Copyright Information",,"Material in the National Fruit Collection is available under license. Accession No. 1995 - 029 check_circle Accession name Damson, Merryweather",True,,https://www.nationalfruitcollection.org.uk/full2.php?id=8089&&fruit=plum,Open Government Licence (Crown Copyright; excluding logos),8089.0,,04-17,04-28,,Late September,17.0,,,,,,,,,,,,medium,Oval,,,,,,,,,,,,,Dark blue,,,Clingstone,,,,
